ID,P01,P02,P03,P04,P05,P06,P07,P08,P09,P10,P11,P12,P13,P14,P15
244,2.25,7.25,6.125,3.875,2.375,11.5,9.625,5.5,6.875,10.625,16.25,4.428571429,7.25,2,16.125
245,3.625,1.5,2.75,3.875,2.25,2.25,1.75,0.75,9.875,3.625,1.75,0,3.375,7.875,4
246,27.25,27.75,22.875,26.875,22.75,23.5,25.5,19.25,27.75,33.375,35.125,20.28571429,34.125,24.5,37
247,34.125,31.375,30.125,28.875,31.375,25.125,34.5,29.25,25.875,29,30.5,28.85714286,25.875,27.75,25.125
248,40.625,24.375,20.75,24,41.5,27,26.625,26.625,38,32.125,27.25,12.28571429,22.375,22.875,20
249,20.625,18.375,24.5,19,22.625,21.625,31,20,18.875,19.375,19,21.42857143,19.875,24.125,23.625
250,14.125,11.25,14.375,13.375,11.75,15.125,11.25,10.125,8.375,12.75,16.125,12.71428571,18.5,6.375,16.375
251,26.625,31.875,33.875,26.125,28.125,27.375,39.125,41.625,27,34.75,31.75,37.57142857,29.875,40.375,25.75
252,8.25,28.75,16,15.25,11.5,7.75,27,17.875,7.875,17.625,28.5,27.28571429,43.75,24,20.875
253,5,9.25,6.75,11.875,6.75,19.875,6.375,13.125,4.375,17.375,11,10.42857143,6.625,17.5,8.625
254,2.125,2.875,4.75,1.125,2,0,14.25,1.625,2.625,4,7.625,3.714285714,1.5,8.125,1.5
255,24.625,34.125,34,34.625,27.625,33.5,25.875,38.375,30.125,29.5,26.375,61.71428571,42.5,43.75,40.75
256,24.25,24.25,30.5,22.75,29.5,22.5,22.375,24.875,19.25,19.75,25.125,22.14285714,24.125,19.75,28
257,9.75,7.875,6.75,15.375,9.5,14.5,5.25,16.25,8.25,17.5,15.25,27.57142857,20.5,26.625,19.25
258,18.875,20.5,21,18,20.125,17.125,25.375,15.75,17.25,20.25,26.125,28,25.625,22.25,18.25
259,34.625,56.375,51,47.25,41.625,41.125,68.5,57.5,44.625,43.125,44,55.14285714,71.625,57.75,72.125
260,16,17.625,5,15.125,21.125,24.875,11.125,18.875,18.75,30,8.75,3.571428571,7.875,20.75,2.25
261,16.125,15.25,19.375,21.25,21.5,16.125,18.75,14.875,18.125,21,25.625,27.57142857,23.75,20.125,19
262,2.875,1.375,0.375,0.625,3.75,1.375,0.5,1.875,0,3,1.875,0,0.875,0,0
263,12.875,7,18.625,14.625,21.625,13.75,12.125,23.625,19.75,15,27.75,20.85714286,26.125,31,33.25
264,11.875,4.75,6.75,3,8.875,7.25,7.25,4.5,8,8.875,5.375,2.714285714,4.625,3.375,5.75
265,8.75,6.5,12.375,5.375,0,14.875,8.625,19.375,10.25,15.5,7.75,16.28571429,10.125,5.75,7.625
266,11.5,12.625,11.5,13,8.5,13.125,9.25,10.625,10.25,10.5,11.5,17.85714286,12.125,33,24.125
267,20,16.5,22.125,8.875,17.875,28.875,32,13.375,19.5,30.625,11,5.714285714,12.75,15.875,10.25
268,11.125,9.625,0.75,9.875,7.25,3.125,5.125,3.5,9.875,9.5,12.125,0.571428571,1.75,4.375,1.875
269,7.75,3.125,4.625,5.125,4.75,5.625,4.25,5.125,4.625,6.125,8.25,7,4.25,11,8.5
270,17.625,24.5,18.5,39.75,19.125,29.75,16.625,27,24.625,24,19.75,26.57142857,27.25,20.125,15.625
271,10.5,8.75,9.25,10.375,14.25,9.75,8.125,8.5,11.25,10.5,14.875,15.28571429,12.625,10,12.25
272,11.75,6.5,12.5,9.25,11.125,10.75,9.125,10.625,12.25,13.625,14.25,11.71428571,8,7,20.375
273,0,0,0,0,0,0,0,0,0,2.875,0,0,0,0,0
274,23.75,29.25,25.875,25.5,25.875,31.75,20.875,21,31.125,24.75,28.625,24.85714286,31.375,22.375,22.375
275,27.625,34.25,39.125,36.625,31.125,34.75,33,36.75,30.625,28.375,22.5,50.85714286,39.625,30.125,24.875
276,14.625,10.75,18.5,20.625,20.375,19.75,14,16.375,19.375,8,17,17.42857143,9.5,6.375,13.875
277,0,5.125,7.75,8.75,0,2,3.625,2.125,4.75,3.75,6,14.28571429,4.875,8.75,6.875
278,17.25,8.125,5.875,3.875,10.875,8.125,6.5,9.5,1.375,12,12.125,10.57142857,15.75,17.5,14.25
279,33,37,30,30.875,34.5,36.625,31.625,37.875,39.875,30.25,27.625,25,28.5,37.25,20.875
280,12.625,14.375,10,12.25,15.625,9.5,16.25,11.75,13,15.5,13.125,15.71428571,9.125,12.125,9.75
281,5.375,1.375,6.125,7.625,9.75,6.125,3.25,11,2.125,5.375,11.375,0,0,2.375,3.5
282,2,2.875,1.5,4.375,3.625,3.375,1.125,1.875,5.25,6,1.875,2.142857143,1.25,3.125,0
283,11.25,9.25,13.25,13,11.5,10.75,8.5,12.625,9.125,12.25,8.625,11.28571429,8.875,9.375,10.125
284,9.5,14.75,10.125,18.375,19.375,9.5,13.125,8.625,11,14,11,13.85714286,12,9.5,12.75
285,21.5,18,18.5,16.625,17,30.375,20.875,24.25,21.875,20.875,17.875,18.14285714,12.625,13,21.625
286,12.25,12.5,13.75,14.875,9.25,11.125,13.625,12.5,12.875,12.75,17.75,11.71428571,17.125,10.75,14.375
287,16.25,13.5,11.375,11.5,11.25,10,10.375,14.25,8.125,13.5,9.5,10.14285714,10.125,6.375,6.5
288,11.625,18.25,13.875,21.625,20.625,20.75,15.875,14.125,13.875,18.625,17,21.28571429,22,19.25,13.625
289,13.875,14.25,15.25,18.375,11.875,21.125,12.5,16.625,13.25,22.625,19.75,23.85714286,16.875,16.25,24.75
290,24.375,16.625,13.5,9.625,17,18.875,13.375,16.5,10,20.625,15,12.42857143,17.625,8.875,21.5
291,2.75,7.625,7.5,6.875,5.875,7.375,10.5,7.875,3.25,9,27.125,15.14285714,15.75,9.625,20.5
292,19.75,16,25.375,19.625,18.875,17.5,16.875,21.625,14.75,21.25,15,8.428571429,10.875,14.25,7.5
293,14.25,9.625,9.5,7,11.625,10,10.25,7.5,10.75,10.375,24.25,17.71428571,25.25,12.375,27.875
294,5.375,7.375,0,9.875,10.125,2.375,4.625,12.5,9.125,36.25,2.375,6.571428571,3.875,4.25,10
295,17.25,19.875,18,24.5,18,24.375,16.125,19.5,16.875,12.875,20,22.14285714,22.375,17.125,25
296,25.125,12.5,18.75,17.125,22.375,21.75,23.375,16.875,17.5,16.75,13.25,11.14285714,12.625,9.875,18.625
297,0.75,0.75,3,0.375,2.125,0.875,0.5,0.25,0,3.875,1.625,0,0.625,1.125,0.25
298,11,9.375,10.875,14,10.875,10.625,8.125,13.5,7.125,11.125,9.625,14,8.875,4.875,10
299,17.25,14.75,21.625,15.875,16.25,16.125,22.875,24.375,17.625,16.875,15.375,13.14285714,18.25,19.5,16.25
300,32.625,28.625,20.125,23.125,26.375,26.125,26.25,31.25,35.375,28.75,31,30.14285714,18.5,18.875,35.375
301,15,18.875,11.375,10.875,19,14.25,6.625,8.25,7.625,16.125,21.875,22.14285714,24.375,19.5,17.625
302,13.25,8.625,11.875,7.625,6.5,10.25,6.5,3.25,7.5,11.5,10.875,3.428571429,5.625,6,8.375
303,7.125,2.25,9.75,3.625,4.5,9.75,1.75,4.125,3.75,4.875,3.75,0,2.125,5.875,3.75
304,0.875,5.25,0,8.875,1,7,0.875,3,5,3.625,0,6,1.5,1.375,5.75
305,5.375,7,3.875,10.375,7.625,2.625,4.75,3.5,9.875,15.625,9.375,11.71428571,9.875,5.25,8.75
306,31.5,33.875,28.625,33.5,33.125,34.75,40.625,27.75,36.875,36.625,28.625,30.57142857,28.5,28.875,27.125
307,13.625,19.75,13.5,18.125,15,16.875,14.625,19.875,13.5,16.375,7.375,10.14285714,6.875,4.375,5.625
309,27.875,48.75,20.75,32,45.125,24.125,25.375,20.125,31.5,27.25,33.875,32.42857143,42.375,52.625,29
310,12.125,14.125,6.875,9.875,8.5,9.875,7.25,12.75,5.75,21.5,7.125,3.714285714,4,7.25,2.875
311,15.875,9,21.5,10.125,9.75,8.625,5.375,7.75,3.875,12.75,13.375,12.57142857,19.125,9.625,15.375
314,26,16.875,26.5,11.75,24.625,17,17.375,13.125,9.75,11.75,20.75,8.285714286,20,12.75,23
315,11,9.125,12.5,9.125,9.875,13,8.75,9.625,7.25,10.5,13.5,7.142857143,6.125,7.875,8
316,3.625,21.75,4.75,11.5,26.25,9.375,0.375,6.5,3,7.625,8.875,27,32.75,12.25,23.375
317,30.75,23.375,33.625,28.125,28.125,33.75,40.625,37.375,25.25,25.125,27.875,29.85714286,21.375,19.625,27.875
318,8.25,18.5,15.125,15.125,12.5,19.375,14.125,16.875,13.375,19.75,17,21,24.5,13.5,21.625
319,26,26.125,28.125,38.125,23.875,29.125,16.75,27.25,24,26.75,28.375,27.42857143,35.125,22,40
320,7.125,22.125,9.375,21.375,21.75,12,6,16.25,7,19,5.375,6.428571429,21.5,14.875,5
322,2.5,2,0,0,0,0,0,0,7,3.125,0.25,0,0,0,0
324,5.875,2.625,0,1.625,1.5,4.25,1.875,0,0,3.75,3,3.857142857,1.75,2.5,1.875
325,15.5,21.125,23.25,19.75,21.625,17.25,17,19.5,13.25,15,15.625,27.71428571,23,21.25,15.625
326,23.25,37.125,19.5,36.625,25.75,24.875,37.375,27.5,29.375,36.25,35.25,36.71428571,39,48.875,26.5
327,12.875,17.125,5.375,7.75,16.625,13,9,13.5,16.75,22.125,9.125,10.14285714,13.5,14.875,5.125
328,5.875,14.375,11.625,13.875,9.5,10.5,15.625,9.25,11.375,8.875,10.75,10.85714286,13.75,12.375,18.5
329,14.875,20.75,10.625,13.125,13.25,20,10.375,12.75,13.25,12.875,12.5,20.14285714,16.625,10.125,13.875
330,3.625,2.875,4.375,7.875,5.5,3.75,2.5,4.25,10.25,10.5,2.5,3.285714286,2.25,0.75,5.75
331,36.5,34.375,16.875,32.125,41.5,40.125,31.125,36.375,48.875,50.625,17,20.57142857,17.75,33.125,4.875
332,18,19.75,16.625,16,14.25,13.875,18.875,19.25,20.375,21.125,19.25,20.28571429,22.5,18,28.875
334,64.25,89.75,76.875,86.75,83,76.75,124,118.25,98.625,92,59,107.2857143,53.625,97.875,64.5
335,11.75,11.125,5.25,13.375,10,8.625,5,6.625,10.75,7.5,11.75,9.857142857,10.75,8,2.125
336,8.125,17.875,16.75,11.75,9.875,5.875,11.5,12.875,3.5,6.625,12.25,15.85714286,12.25,8.75,9.25
337,15.875,11.25,9.75,12.75,13.875,10.75,6.875,7.5,3.75,12.375,9.875,7.428571429,3.5,6.75,9.875
338,28.625,14.25,18.375,8.75,21.75,17.5,17.25,11,25.75,25.5,20.375,6.857142857,18.25,15.25,15.875
339,47.625,34.625,37.5,33.125,40.25,31.125,40.625,30,38.625,39,27,23.85714286,21.125,19.625,14.875
340,1.25,1.5,0.125,5.375,1.75,1.625,4.375,2,1.75,4,0,0,0,1.5,0
341,12.75,20.25,5.875,23.25,15.75,21.625,15.125,22.75,22.125,19,13.875,16.57142857,12.375,19.375,5.5
342,23.625,26.625,41.75,18.25,21.75,54.375,21,37.375,18.75,23.5,22,33.42857143,19.125,24.375,28.75
343,2.75,4.25,1.625,3,3.375,3.875,1.25,1.125,2.75,4.25,9.625,2.142857143,8.625,3.75,5
344,19.125,10.625,19.375,10,17.375,14.75,9.375,12.75,15.125,15.625,18,12.85714286,8.625,7.625,22.625
345,7.5,10.625,9.375,9.25,11.5,9.375,6.75,8.875,8,8.75,8,8,6.875,5.5,9.125
346,0.125,1.875,3.5,1.125,0,0,0,0,0,2.625,0.625,1.285714286,2.125,1.875,0
347,65.375,65.5,47.125,55.5,55.375,42.875,60,44.25,56.625,55.875,74.25,56.85714286,53,53.375,63.25
348,13.875,16.625,11.25,16.125,15.875,18.75,18.25,18.125,21.375,20.25,14.125,17.85714286,11.75,12.375,9.875
349,4.75,7.5,11.75,9.75,7,8.25,4.5,7.125,6,10.625,8.375,8.857142857,11.375,10,13.625
350,13,24.375,28.875,31.75,19.375,23,24.375,28,19.5,17.625,23.625,29.28571429,27.25,22.25,29.875
351,1.625,11,1.375,3.375,4.25,10.625,4.125,5.875,10,10.375,0,0,0,0,0
352,4.25,7.25,8.125,6.125,10.125,7.125,7.125,4,12.375,11.125,15.375,8.857142857,16.5,12.25,12.25
353,13.25,10.375,11.375,11.875,8.25,5.125,12.5,8.875,7.5,11.125,11.125,12.71428571,9.125,13.375,9.25
354,18.75,19.75,18.25,24.875,15.625,16.625,15.375,19.625,13.125,11.875,20.125,18.42857143,15.75,17.75,16.125
355,42.875,30,39.625,30.375,33.75,35.125,50.125,31.875,34.625,33.875,40.625,36.14285714,25.5,11.5,29.25
356,17.375,18,17,24,16.5,12.25,18.875,22.5,18,13.75,27.375,33.28571429,15.375,26.375,29.875
357,5.125,3,3.75,7.625,4.75,5.75,8.125,11.625,7.75,8.75,1.875,3.142857143,2.25,3.375,0
358,14.25,17.625,19.5,9.25,19.125,19,13.75,11,9.125,15.375,16.5,16.85714286,17.25,17.125,20
360,7,0.75,7.75,2.125,0.375,3.75,3.5,1.75,3.75,3,4.5,7.571428571,2.875,1.25,1.75
361,13.75,11.375,7.375,8.25,8.5,9.25,10.75,8.5,13.75,10.125,7.5,6.857142857,4.25,9.75,6.875
362,12.5,6.875,8.625,10.625,18.375,12.375,17.625,13.25,23.25,18.375,22.125,7.857142857,14.375,12,14.125
363,24.5,25.125,15.625,23.875,19.625,22.375,25,26.375,15.375,31,21.25,25,30,34,26.75
364,11.125,6.875,9.5,12.625,10.625,13.125,10.5,12.75,6.25,12.625,9.5,10.71428571,6.875,8.5,6.25
365,3.625,5.375,2.625,8.75,9.5,2.75,4.625,4.375,1.875,4.625,0.625,0,1.375,7.25,0
366,20.25,24.875,23.125,20.375,19,23.625,24.75,23,33.25,23.375,21.25,21.85714286,24.125,20.25,19.5
367,21,14.875,19.25,16.25,16.75,8.875,29.625,7.5,19.25,14.875,17.5,19.85714286,16,17.25,15.875
368,10.875,4.625,4.375,4.625,6.375,7,5.375,8.5,1.5,11.375,1.625,4.285714286,0,10.625,0
369,2.875,1.875,9.5,0,4.5,8,5.75,0.75,3.75,4.5,3,2.142857143,1.25,0,1.625
370,11.75,12.5,11,6,11.5,10,9.875,9.75,8,8.375,7.75,4,5.25,3.5,11.25
371,19.125,21.5,15.25,19.625,18,16.75,21.75,21.875,16.875,22.75,28.375,29,33.75,20.875,31.875
372,13.25,13.125,10.75,12.625,17.25,13.875,13.625,12,12.625,15,17,13.14285714,10.375,15.5,12.125
373,7.625,27.125,9.25,23.375,6.125,19.25,11.25,26.875,14,21.375,19.5,35.28571429,30.5,26.375,20
374,17,18.75,15.75,16.5,18,20.125,17.25,24.625,14.25,16.875,22.5,17.85714286,26.875,17.125,17.75
375,32,33.625,31.5,32.5,25.25,32.375,32.5,36.75,24.25,34.75,26.375,35.14285714,29,40.625,23.75
376,37.5,42,27.125,43.625,31.875,32.25,39.375,38.875,26.625,37.125,34,33.14285714,28.125,32.75,31.125
377,24.125,25.625,17.25,18.75,21.125,19.875,27,22.5,20.625,24.5,23.375,25.85714286,20.75,26,24.625
378,16.75,28.875,13.625,30.25,22.375,13.25,22.375,12.125,24.75,21.75,29.625,24.71428571,43.125,24.75,12.375
379,36.5,18.875,22.5,19.75,24.25,19.125,28.5,20,21.625,20.375,12.125,5.714285714,9.5,6.75,6.125
380,10,3.625,14.5,5.125,7.625,14.75,7.625,10.25,5.125,15.75,3.875,6.714285714,9,10.75,5.25
382,20.875,10.75,17.625,15,16.25,17.5,15.375,8.375,23.125,11.75,17.125,14.57142857,15.5,19.5,5.5
383,15.875,8.75,18.875,15,12.875,11.875,11.75,8.875,10.125,10.25,14.875,9.428571429,10.375,9.875,9.375
384,7,7.125,2.625,0.75,0,2.875,0.875,2.375,3.75,5,0,2.142857143,0,4.75,0
385,26.375,24.25,15.5,15.75,20.125,20.375,23.25,19.75,22.625,33.375,21.5,14.28571429,22.375,20.25,21.375
386,12,20,16.5,18,12.625,29.875,20,23.875,10.875,26.75,9.625,12,12.875,18.875,3.5
387,3.875,9.875,1.625,7,3.875,5.5,2.125,8.125,0,4,4.375,4.142857143,4.25,6.875,0
388,25.5,14.75,15.5,11.5,16.875,15.875,15.75,15.25,17.75,16,18,7.285714286,13.5,11.5,13
389,44,33.25,34.125,32.25,27,29.5,25.375,29.75,32.75,29.625,47.875,21.85714286,38.875,28.625,31.5
390,0.875,15.5,18.875,17.75,9,20.875,13.875,20.375,4.25,7.625,13.75,18.57142857,19.625,13.875,18.125
391,19.75,11,11.5,14.875,20.125,11.875,9.375,16.5,18.375,10.875,12.75,10.28571429,11.75,4.875,16.5
392,7.75,4.5,6.875,6,8.5,11.375,6.875,6.5,6,8.75,6.875,2.857142857,4.5,4.5,3
393,6.5,2.125,4,2.625,7.25,5.875,5.75,1.75,8.625,9.25,1.5,0.571428571,0.875,0,2.5
394,4.875,4.375,4.625,3.875,1.25,4.125,5,4.875,2.5,7.875,7.375,4.714285714,5.25,4.25,9.5
395,4.75,10,2.75,2.875,0,0,0,1.25,1.25,2.125,10.75,9.714285714,19.875,8.625,13.5
396,11.375,14.25,16.375,18.875,17.5,13.375,16.375,14.875,12.25,14.5,17.875,12.42857143,13,8.25,7.5
397,19.75,18.625,8.125,17.75,14.75,11,16,15.5,9.875,18.25,12.75,21.57142857,5.25,17.375,13.5
398,9.125,16.625,5.125,20.5,17.125,18.875,8.875,15.75,15.25,19.625,10,23.57142857,17,19.5,8.125
399,51,38,38.5,33.25,42.125,34.25,39.375,36.125,36.125,44.5,42.125,23.85714286,32.75,38.25,30.375
401,7.375,20.75,7.25,12.5,3,0,13.875,5.5,7.5,7.5,28.75,8.857142857,23.75,17.75,15.875
402,49.125,62.875,42.125,48.375,36,41.125,64,40.625,36.75,43.125,48,46.57142857,54.375,54.375,28.875
403,6.625,3.75,3.875,5.75,3.625,7.5,6.5,13.625,8.375,7.125,0.5,0,0,0,0
404,5,0,25.125,0,2.625,28.75,0,33.5,5.625,13.25,8.125,36,17.625,5.125,19.125
405,8.625,10.25,5.75,9.875,6.125,13.625,5,9.75,3.5,11,11,12.14285714,14.875,9.375,13.375
406,22.625,17.625,15.5,16.25,12,7.125,24.5,7.875,16.375,17.625,19,17.57142857,17.125,16,8.625
407,2.75,1.125,0,2,1.5,3.25,0,0,2,2.75,3.25,4.714285714,4,1.875,0.125
408,12.875,13.25,18.625,10.75,10,10.25,12,9.875,6.375,19.375,19.5,26.85714286,13.5,21.5,22.875
409,1.5,2.875,1.75,3.25,0,0,3.875,2.25,0,5.75,0,1.857142857,4.625,1.125,0
410,8.75,4,14.875,12.75,12.5,9,12.625,7.75,10.25,7.625,15.5,12.28571429,16.75,3.125,18.125
412,5.75,17.25,19.5,15.375,13.375,22.25,11.375,16.25,10.875,9.5,13.125,23.28571429,19.25,14.75,30
413,17.75,11.25,8.375,4.5,9.875,4.5,7.875,11,10.75,24.5,6.25,10,22.875,10.5,12.375
414,7.875,4.25,7.25,2.125,9.25,11.5,10.875,7,8.625,5.75,2.75,7.285714286,0,10.625,8.125
415,5.75,6,1.25,7,9.125,8.25,10.375,7,6.875,7.25,2,2.714285714,5.375,3.5,0
416,33.75,43.375,28,38.625,22.375,28.25,27.25,30.375,29.375,24.5,27.875,22.14285714,25.375,22.25,18.75
417,14.75,10.75,12.75,13.5,17.25,13.25,19,17,16.625,13.5,10.625,12.14285714,13.125,10.75,7.25
418,16.25,11.625,12.375,14.875,9.125,13.375,11,15.5,2.75,9.5,8,16,12.5,10,10.625
419,11.625,7.5,11.75,6.25,7.125,4,3.375,8.125,2.875,5.875,6.75,6.142857143,6.5,7.125,6.875
420,16.625,9.25,8.125,3.625,6,4.625,7.375,9.75,5.75,8.75,5.875,11.57142857,9,10.5,14.125
421,4.75,8,4.125,10.5,8,7.5,8.875,14.375,7.5,19.625,13.625,11.85714286,3.75,2.25,7.375
422,3.125,3,4,5.5,3.375,6.75,1.625,3,4.625,4,3.875,2.571428571,1.875,1.625,2
423,33.875,18.375,18.75,9.75,18.25,17.625,15.125,19.75,18.5,20.875,19.375,12.85714286,25.625,10.75,21.625
424,17.25,15.625,19,16.875,15.875,20.75,13.625,16.625,13.75,15,23.75,22.28571429,21.125,17.5,18.875
425,2.25,8.75,4.375,4.25,7.25,5.625,7.75,6,2,3.25,0,4.285714286,3,1.125,5.25
426,15.375,10.625,11.25,8.875,15.375,11.625,10.5,10.625,14.25,12.5,9.25,8.714285714,10.375,9,11.875
427,26.25,12.75,11.75,8.375,21.25,10.875,13.375,11.625,17.625,7.875,18,6.285714286,8.125,3.75,20.375
428,19.625,19.875,13.625,21.875,24,15.375,11.75,15.375,21.5,20.875,21.125,19,14.375,16,13.625
429,15.375,22.5,9.5,22.875,20.75,20.25,15.5,14.625,14.375,17.875,17.125,14.85714286,18.5,14.75,16.75
430,3.75,5.75,5.375,4.5,5.5,8.75,4.75,4.375,2.5,5.625,5.75,9.714285714,18,8.75,8.25
431,8.25,9.75,5.5,0,4.5,2.75,1.125,5.25,2.5,6.75,4.375,0,2.625,0,3.125
432,20.25,10.125,12.625,11.125,22.125,13.625,15.375,15,15.875,17,16.625,5.714285714,5.125,6.25,4.75
433,42.125,46.75,47.875,40.125,35.375,38.625,47.875,41.75,43,36.875,37.625,46.42857143,39.625,40.125,37.125
434,7.625,8.625,8.125,12.125,0.75,13.625,6.125,12,5,11.875,10.375,11,13,12.125,8.875
435,8.375,6.5,8.875,4.625,7.5,8,5.75,7.875,5,11.625,15.625,9,11.125,6.625,14.75
436,0,0,0,2,0,0,0,0,0,1,0.75,2.714285714,0,0,0
437,49.625,33.25,38.125,21.25,37.625,27.75,25.125,24.625,28.125,24.5,32.375,17.42857143,33.375,11.5,34.875
438,1.875,0.75,1.25,0.875,0,2.125,2.625,0,0,4,0,0,0,0,0
439,3.5,0,0,1.625,3.875,0,1.625,2.75,0,3.5,0,0,4.125,3,1.625
440,7.875,5.25,10.125,12.25,8,12.75,13.625,10,8.875,11.125,9.875,7.571428571,5.875,17,19.875
441,10.625,3.5,3.125,2,13.5,11,5.5,6.625,4.125,13.25,0,3.571428571,6.875,2,2
442,4.5,0,0,7.75,3,3.125,4.625,7.5,6.375,3.875,5.25,7.857142857,0.875,2.5,0
443,20.25,25.125,22.625,24.125,25,13.75,23.375,14.625,25.25,15.875,13.125,8.142857143,11.75,10.625,0.625
444,3.75,3.375,2.625,4.5,7.75,8.125,4.75,6.75,4.625,6.625,1.875,0.714285714,1.875,3.5,0
445,19,15.125,15,13.5,12,10.25,11.625,10.875,15.125,16,18,11.71428571,13.75,14.375,15.625
446,8.875,11,13.625,11.5,10.75,10.125,6.75,10.875,4.875,9.875,9,7.714285714,9.5,3.125,7
447,0.625,0,0,0,0,0,0,1.125,0,3,0,0,0.75,0,0
448,0,0,0,0,0,0,0,0,0,2.75,0,0,0,0,0
449,16.875,24,19.25,18,24.75,18.875,19.25,22,17.375,25.625,33.875,21,33,21.625,23.25
450,28.875,27.25,27.375,21.5,26.125,26.75,25.5,33.125,17.375,16.375,18.25,21.71428571,18.25,22.625,19.75
451,21.75,13.625,21.875,12.875,20.875,13.25,18.5,16.25,18,17.125,26.375,14,24.875,15.125,28.375
452,5.875,7.875,2.75,3.75,2.125,5.125,5,4.125,3.625,11.25,9,0,2,3.25,4.5
453,3.625,3.5,5.625,1.625,3.875,3.375,1.125,1.5,5.875,7.875,2.125,1.428571429,3,1.625,1.75
454,12.375,17.75,9,5.75,4.5,20,12.625,15.25,11.625,21.25,7.625,13.57142857,10,10.875,11.5
455,8.875,10.875,10.125,12.25,10.5,11.125,9,10.5,11.125,11.25,11.75,14.28571429,9.875,12.625,10.125
456,1,0,2.625,0,0,0.375,0.75,0.25,0,2.125,0,0,0.25,0.625,0
457,8.5,15,10.25,29.375,12.375,15.375,4,15.25,5.75,17.375,16.375,28.57142857,14.625,18,18.875
458,9.25,6,11.75,8.875,15.75,10,9.125,8.375,6.125,10.75,16.375,10,14,8.125,14.875
459,3.875,1.5,4.375,4.875,1.875,0.875,3.75,0.625,1.375,5,0.875,5.571428571,0.875,4,6
460,16.375,10.125,10.875,13.75,15.625,10.25,6.5,11.5,3.875,10.625,11.875,12.71428571,7.75,8.875,11.75
461,2.125,2.25,3,1.125,1.625,4,1.75,1.125,3,3.625,0.875,2.428571429,1.125,1.75,2.75
462,8,11.125,21.625,23.75,13.375,16,7.625,11.375,14.25,14.75,16.75,21.28571429,19.75,16.875,24
463,15.875,15.5,17.375,18.5,18.375,12.75,12,14.75,13.75,14.625,16,19,12.875,10.75,19.375
464,5.75,8.75,3.125,5.875,4.75,3.125,5.375,4.25,3.875,6.5,10,8.714285714,10.875,8.375,11.625
465,4.75,6.75,5.25,7.625,5.25,9.875,4.375,5.375,7.25,12.5,15.375,8.857142857,17.75,6.875,19.875
466,8.25,9.25,5.25,4.125,2.125,2.875,7,3.375,4.5,6,6.375,4.142857143,6.75,3.25,4.875
467,14.625,10.125,9.5,7.5,10.875,9.375,10,6.25,11.125,7.375,5.75,6.857142857,3.625,4.5,6.125
468,9.25,14.625,15,22.75,11.75,12.625,13.375,16.75,7.125,8.875,20.375,23.85714286,25,13,26.625
469,0,2,0,3.625,0,0.625,0,0,0,1.75,2.5,1.142857143,5.625,1.875,8.875
470,19.625,13.875,15.375,11.875,15.5,12,16.75,14.5,18.875,17.25,11.375,12.42857143,13.625,16.75,8.375
471,8.25,12.875,10,12.25,7.625,9.375,9.875,12.625,7.25,10.75,12.25,13.85714286,14.75,12.125,11.75
472,4.25,9.625,8,3.875,5.875,9.375,20.5,16.75,7.375,2.5,16.25,10,15.5,14.75,5.5
473,10.875,11.75,10.875,14,12.25,13.25,14.375,17.875,13.5,14.75,12.625,16.57142857,17.625,13.125,15.875
474,1.75,0,0.375,0.625,0.625,0,0,1.25,1.125,2.25,0.125,0,0.125,0,0
475,6.5,3.5,7.875,1.75,2,2.375,5.5,1.25,3,6.75,1.375,7.428571429,0.875,2.5,0
476,3,2.875,1.75,3.375,2,1.5,3,0.375,0,4.25,6.875,2.142857143,1.5,2.875,0.875
477,1.625,3.75,5.875,12.125,0.875,17.75,2.375,12.75,3.625,10.5,5.125,11.28571429,14.875,23.375,14.5
478,0,0,0,0,0,0,0,0,0,2.25,0,0,0,0,0
479,31.25,28.875,27.5,26.5,33.875,28.75,29.625,30.375,30.25,33.625,16.125,5.857142857,10.25,5.25,2.75
480,24.75,22.75,24.25,17.625,25.375,21.875,26,30.5,24.75,22.875,25.625,25.57142857,27.375,23.875,18.75
481,11.25,7.75,9.25,10.875,5.625,10,10.375,11.875,6.375,9.25,10.5,15.42857143,6.75,6.625,7.5
482,3.625,1.5,4.875,8.5,2,4.5,1.375,2.625,2.625,7.5,4.625,8,2.75,7.375,5.75
486,0,0.625,1,0,0,1.25,0,1.875,0.5,3.75,0.5,3,0.75,1.875,0
487,2.125,7.875,7.875,4.5,2.25,5.25,5.125,5.875,3.875,7.875,4.875,7.428571429,12.625,5.75,10.5
488,16.375,5.5,6.875,5.125,10.75,9.375,7.875,6.125,11.125,9.25,4.25,2.142857143,4,1.5,1
489,8,13.875,11.625,10.875,6.5,5.625,9,5.375,8.375,11.75,7.25,8,11,10.375,9.25
490,8.875,0,0,4.375,6.125,5.25,2.25,2.375,14.375,3.875,3.875,0,3.375,0,1.75
491,0,0,0,0.125,0,0,0,0,0,1.25,0,0,0,0,0
492,7.375,3.375,1.25,7.75,6.25,2,3,1.5,3.375,7.25,1.875,2.428571429,0.625,6.625,0
493,1.875,0,5,2.375,1.125,5.125,0.875,1.75,1,2.5,2.25,0,0,0.875,0.875
494,1.875,2.5,6.625,6.25,0,6.375,1.125,1.875,3.75,4.875,1.75,2.428571429,5,1.375,4.75
495,12.625,6.5,12.25,9.625,8.5,11.125,12.125,7,9.625,12.125,8.875,8.142857143,7,4.5,6.5
